# Results for 1000 trials
# n   time (msec)
# ---------------
1  1
2  1
3  1
4  0
5  1
6  0
7  1
8  1
9  1
10  1
11  1
12  2
13  2
14  3
15  3
16  1
17  2
18  1
19  4
20  5
21  1
22  2
23  3
24  3
25  2
26  2
27  4
28  4
29  2
30  2
31  9
32  6
33  3
34  6
35  3
36  4
37  3
38  2
39  2
40  5
41  3
42  10
43  5
44  3
45  4
46  4
47  8
48  4
49  4
50  6
