# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  0
20  6
25  1
30  1
35  1
40  2
45  2
50  1
55  2
60  1
65  1
70  1
75  1
80  7
85  1
90  1
95  1
100  1
105  10
110  1
115  2
120  2
125  6
130  2
135  2
140  3
145  6
150  2
155  2
160  1
165  7
170  2
175  3
