# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  0
20  0
25  0
30  0
35  0
40  0
45  1
50  1
55  2
60  1
65  3
70  2
75  2
80  3
85  4
90  4
95  3
100  1
105  1
110  1
115  1
120  0
125  1
130  1
135  1
140  0
145  1
150  1
155  1
160  1
165  1
170  1
175  1
