# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  1
25  1
30  0
35  4
40  2
45  4
50  5
55  0
60  0
65  0
70  0
75  1
80  0
85  1
90  1
95  1
100  2
105  1
110  1
115  2
120  2
125  2
130  3
135  2
140  3
145  3
150  3
155  5
160  4
165  4
170  4
175  5
